Best case,,time/n,Average,,Worst case,,time/n^2,time/n,Average n^2,Random case,,time/n,Average
41,7666069,5.34824E-06,4.31289E-06,,114,5492,3.77958E-06,0.020757465,2.92911E-06,70,6122,0.011434172,0.008375879
9,1904439,4.7258E-06,,,16,2089,3.66643E-06,0.007659167,Average n,83,6636,0.012507535,
12,1981526,6.05594E-06,,,148,7140,2.90312E-06,0.020728291,0.016148693,91,7822,0.011633853,
12,2938658,4.0835E-06,,,6,1479,2.74293E-06,0.004056795,,3,1283,0.00233827,
30,7484296,4.00839E-06,,,129,6656,2.91181E-06,0.01938101,,28,4273,0.006552773,
4,1025351,3.9011E-06,,,34,3365,3.00268E-06,0.010104012,,79,7099,0.011128328,
23,5336338,4.31007E-06,,,104,6002,2.88696E-06,0.017327557,,58,6206,0.009345794,
34,8202871,4.14489E-06,,,5,1264,3.12951E-06,0.003955696,,5,1791,0.002791736,
17,3859427,4.4048E-06,,,230,8568,3.13306E-06,0.026844071,,15,3201,0.004686036,
14,3562786,3.92951E-06,,,195,8297,2.83265E-06,0.023502471,,60,6413,0.009355996,
6,1587523,3.77947E-06,,,114,6133,3.03081E-06,0.018587967,,4,1838,0.002176279,
26,6083857,4.2736E-06,,,14,2140,3.05704E-06,0.006542056,,63,6579,0.009575923,
13,3041283,4.27451E-06,,,81,5298,2.88577E-06,0.015288788,,8,2336,0.003424658,
22,5272753,4.17239E-06,,,36,3461,3.00538E-06,0.010401618,,115,8881,0.012948992,
6,1556668,3.85439E-06,,,241,9146,2.88108E-06,0.026350317,,99,8218,0.012046727,
17,3838184,4.42918E-06,,,146,6862,3.10064E-06,0.021276596,,117,8929,0.013103371,
37,8752179,4.22752E-06,,,7,1443,3.36175E-06,0.004851005,,42,5316,0.007900677,
25,4635612,5.39303E-06,,,247,9239,2.89366E-06,0.026734495,,80,7350,0.010884354,
21,5206682,4.03328E-06,,,51,4132,2.9871E-06,0.012342691,,149,9963,0.014955335,
16,3703544,4.32019E-06,,,98,5808,2.90518E-06,0.016873278,,33,4734,0.006970849,
21,4760374,4.41142E-06,,,137,6378,3.36784E-06,0.021480088,,63,6549,0.009619789,
29,7276696,3.98533E-06,,,59,4474,2.94754E-06,0.013187304,,89,7524,0.011828814,
13,3303815,3.93485E-06,,,13,2091,2.97328E-06,0.006217121,,5,1859,0.002689618,
6,1379078,4.35073E-06,,,218,8743,2.85191E-06,0.024934233,,8,2320,0.003448276,
6,1633728,3.67258E-06,,,271,9715,2.87133E-06,0.027895008,,52,5931,0.008767493,
31,7659603,4.04721E-06,,,43,3853,2.89648E-06,0.011160135,,126,9332,0.013501929,
33,7719265,4.27502E-06,,,221,8757,2.88192E-06,0.025236953,,63,6332,0.009949463,
35,6988340,5.00834E-06,,,48,4077,2.88775E-06,0.011773363,,26,4179,0.006221584,
26,5719512,4.54584E-06,,,17,2312,3.18034E-06,0.007352941,,132,9612,0.013732834,
41,9452809,4.33734E-06,,,199,8276,2.90544E-06,0.024045433,,72,6942,0.010371651,
25,6143340,4.06945E-06,,,165,7592,2.86267E-06,0.021733404,,6,2357,0.002545609,
39,9515887,4.09841E-06,,,89,5519,2.92193E-06,0.01612611,,10,2423,0.004127115,
23,5358192,4.29249E-06,,,94,5649,2.94567E-06,0.016640113,,7,2163,0.003236246,
10,2471249,4.04654E-06,,,194,8152,2.91926E-06,0.023797841,,10,2317,0.004315926,
5,1087707,4.59683E-06,,,124,6600,2.84665E-06,0.018787879,,33,4691,0.007034747,
42,9975109,4.21048E-06,,,39,3645,2.93542E-06,0.010699588,,4,1665,0.002402402,
12,2832219,4.23696E-06,,,71,4904,2.95228E-06,0.014477977,,18,3581,0.005026529,
42,8376740,5.01388E-06,,,57,4470,2.85272E-06,0.012751678,,83,7485,0.011088844,
25,6185018,4.04203E-06,,,137,6973,2.81761E-06,0.019647211,,123,9053,0.013586656,
13,3112746,4.17638E-06,,,56,4377,2.92304E-06,0.012794151,,27,4372,0.006175663,
12,2575231,4.65978E-06,,,175,7620,3.01389E-06,0.022965879,,55,6067,0.009065436,
11,2384567,4.613E-06,,,72,4685,3.2803E-06,0.015368196,,72,6921,0.010403121,
29,6960278,4.1665E-06,,,212,8561,2.89259E-06,0.024763462,,17,3340,0.00508982,
7,1284625,5.44906E-06,,,39,3560,3.07726E-06,0.010955056,,24,3819,0.006284368,
14,2722749,5.14186E-06,,,254,9382,2.88564E-06,0.027073119,,17,3293,0.005162466,
5,1068347,4.68013E-06,,,113,5976,3.16415E-06,0.018908969,,70,6737,0.010390381,
32,7444579,4.29843E-06,,,42,3578,3.28072E-06,0.011738401,,99,8029,0.012330303,
15,3247549,4.61887E-06,,,51,3837,3.46407E-06,0.013291634,,130,9139,0.014224751,
22,5172380,4.25336E-06,,,135,6576,3.12184E-06,0.020529197,,24,4046,0.005931784,
21,4981168,4.21588E-06,,,147,7165,2.86342E-06,0.020516399,,72,6924,0.010398614,
43,9229381,4.65903E-06,,,282,9980,2.83131E-06,0.028256513,,32,4591,0.006970159,
32,7003827,4.56893E-06,,,272,9810,2.82638E-06,0.027726809,,58,6273,0.009245975,
11,2939679,3.74191E-06,,,43,3893,2.83726E-06,0.011045466,,94,7638,0.012306887,
18,4218325,4.2671E-06,,,21,2651,2.98813E-06,0.007921539,,44,5482,0.008026268,
27,5818302,4.64053E-06,,,6,1449,2.85769E-06,0.004140787,,8,2131,0.003754106,
10,2507797,3.98756E-06,,,104,6008,2.8812E-06,0.017310253,,109,8664,0.012580794,
10,2745256,3.64265E-06,,,45,3933,2.90914E-06,0.011441648,,145,9553,0.015178478,
22,5235363,4.20219E-06,,,48,4054,2.92061E-06,0.011840158,,103,7816,0.013178096,
14,3423419,4.08948E-06,,,12,2006,2.98208E-06,0.005982054,,4,1476,0.002710027,
21,4997822,4.20183E-06,,,61,4597,2.88656E-06,0.013269524,,2,1250,0.0016,
37,8449356,4.37903E-06,,,44,3950,2.82006E-06,0.011139241,,49,5722,0.008563439,
35,8204941,4.26572E-06,,,23,2842,2.8476E-06,0.008092892,,106,8586,0.012345679,
24,5674374,4.22954E-06,,,275,9815,2.85464E-06,0.028018339,,29,4415,0.006568516,
37,8952541,4.1329E-06,,,41,3787,2.85886E-06,0.010826512,,32,4602,0.006953498,
33,4162081,7.92873E-06,,,121,6510,2.85511E-06,0.01858679,,20,3653,0.005474952,
10,1946939,5.13627E-06,,,108,6135,2.86942E-06,0.017603912,,44,5511,0.007984032,
21,4061117,5.17099E-06,,,10,1909,2.74403E-06,0.005238345,,18,3498,0.005145798,
13,3186802,4.07932E-06,,,100,5909,2.86399E-06,0.016923337,,22,3755,0.005858855,
7,1600577,4.37342E-06,,,36,3583,2.8042E-06,0.010047446,,34,4652,0.007308684,
28,5998521,4.66782E-06,,,12,2045,2.86942E-06,0.005867971,,108,8656,0.012476895,
5,1314905,3.80256E-06,,,109,6194,2.84108E-06,0.017597675,,90,7845,0.011472275,
32,7400551,4.324E-06,,,170,7748,2.83185E-06,0.021941146,,121,9032,0.013396811,
6,1538896,3.8989E-06,,,117,6399,2.85734E-06,0.018284107,,27,4298,0.006281992,
15,3704275,4.04938E-06,,,16,2353,2.88986E-06,0.00679983,,112,8733,0.012824917,
27,6347218,4.25383E-06,,,246,9250,2.87509E-06,0.026594595,,45,5524,0.008146271,
42,9573006,4.38734E-06,,,51,4211,2.87607E-06,0.012111137,,5,1960,0.00255102,
9,2001955,4.49561E-06,,,175,7199,3.37671E-06,0.024308932,,12,2771,0.004330567,
22,5301354,4.14988E-06,,,240,8074,3.68158E-06,0.029725043,,65,6532,0.00995101,
7,1812532,3.862E-06,,,243,9199,2.87161E-06,0.026415915,,44,5468,0.008046818,
34,7954878,4.27411E-06,,,216,8679,2.86757E-06,0.02488766,,46,5567,0.008262978,
14,3191896,4.38611E-06,,,60,2880,7.2338E-06,0.020833333,,94,7902,0.011895723,
28,6850443,4.08733E-06,,,208,8472,2.89795E-06,0.024551464,,44,5410,0.008133087,
36,8838456,4.07311E-06,,,49,4128,2.87552E-06,0.011870155,,102,8248,0.012366634,
11,2052913,5.35824E-06,,,119,6378,2.92535E-06,0.018657886,,74,7118,0.010396179,
16,4003320,3.99668E-06,,,18,2410,3.09912E-06,0.00746888,,63,6580,0.009574468,
27,6520661,4.14068E-06,,,16,2389,2.80342E-06,0.006697363,,88,7793,0.011292185,
37,8975484,4.12234E-06,,,249,9330,2.86046E-06,0.026688103,,13,2979,0.00436388,
12,2923959,4.10402E-06,,,184,7985,2.88581E-06,0.023043206,,92,7604,0.012098895,
23,5383283,4.27249E-06,,,222,8791,2.87261E-06,0.0252531,,34,4630,0.007343413,
5,1174957,4.25547E-06,,,195,8320,2.81701E-06,0.0234375,,12,2665,0.004502814,
32,7958704,4.02076E-06,,,135,6935,2.80699E-06,0.019466474,,38,4523,0.008401503,
35,8299805,4.21697E-06,,,77,5199,2.84873E-06,0.01481054,,4,1724,0.002320186,
20,4722617,4.23494E-06,,,115,6332,2.86824E-06,0.018161718,,14,2754,0.005083515,
14,3422286,4.09083E-06,,,164,7527,2.89468E-06,0.021788229,,41,4713,0.008699342,
19,4445043,4.27442E-06,,,33,3352,2.93701E-06,0.009844869,,9,2166,0.004155125,
37,6549424,5.64935E-06,,,160,7454,2.87966E-06,0.021464985,,29,4178,0.00694112,
41,8927036,4.59279E-06,,,45,3933,2.90914E-06,0.011441648,,132,9628,0.013710012,
33,7303833,4.51818E-06,,,38,3665,2.82902E-06,0.010368349,,2,1013,0.001974334,
14,3492219,4.00891E-06,,,80,5293,2.85553E-06,0.015114302,,28,4296,0.006517691,
14,3251853,4.30524E-06,,,2,1068,1.75343E-06,0.001872659,,18,3455,0.005209841,
19,4809663,3.95038E-06,,,77,5096,2.96505E-06,0.01510989,,2,1067,0.001874414,
11,2562780,4.29221E-06,,,270,9743,2.84432E-06,0.027712204,,73,7025,0.010391459,
17,4179300,4.06767E-06,,,13,2050,3.0934E-06,0.006341463,,38,5051,0.007523263,
13,3200759,4.06154E-06,,,76,5075,2.95081E-06,0.014975369,,47,5755,0.008166811,
37,8971021,4.12439E-06,,,157,7449,2.82946E-06,0.021076655,,88,7708,0.01141671,
33,8010593,4.11955E-06,,,46,4009,2.86211E-06,0.011474183,,74,7154,0.010343864,
10,2433878,4.10867E-06,,,109,6152,2.88001E-06,0.017717815,,36,4924,0.007311129,
37,8990901,4.11527E-06,,,141,6693,3.14758E-06,0.021066786,,2,1270,0.001574803,
7,1388200,5.0425E-06,,,61,4596,2.88782E-06,0.013272411,,49,5688,0.008614627,
24,5847507,4.10431E-06,,,6,1327,3.40729E-06,0.004521477,,5,1868,0.00267666,
29,6827094,4.24778E-06,,,253,9447,2.83487E-06,0.026780989,,115,8890,0.012935883,
44,9946987,4.42345E-06,,,277,9911,2.81997E-06,0.027948744,,2,1091,0.001833181,
25,5521830,4.52748E-06,,,15,2251,2.96033E-06,0.006663705,,34,4818,0.00705687,
28,6920902,4.04572E-06,,,100,5824,2.9482E-06,0.01717033,,32,4623,0.006921912,
7,1825315,3.83495E-06,,,78,5201,2.88351E-06,0.014997116,,62,4961,0.01249748,
5,1047079,4.77519E-06,,,44,3923,2.85901E-06,0.011215906,,58,5936,0.009770889,
16,3867631,4.1369E-06,,,171,7710,2.87665E-06,0.022178988,,15,2930,0.005119454,
9,1812457,4.96564E-06,,,58,4223,3.25226E-06,0.013734312,,29,4439,0.006533003,
27,6746071,4.00233E-06,,,282,9778,2.9495E-06,0.028840254,,10,2531,0.003951008,
11,2665516,4.12678E-06,,,4,1228,2.65255E-06,0.003257329,,58,6275,0.009243028,
14,3528769,3.96739E-06,,,69,4911,2.86094E-06,0.014050092,,114,8869,0.01285376,
39,9333466,4.17851E-06,,,47,4025,2.90112E-06,0.011677019,,65,6712,0.009684148,
25,5455860,4.58223E-06,,,5,1058,4.46682E-06,0.004725898,,21,3842,0.005465903,
7,1414430,4.94899E-06,,,50,4055,3.0408E-06,0.012330456,,26,4118,0.006313745,
27,6565854,4.11218E-06,,,87,5508,2.86768E-06,0.015795207,,61,6412,0.009513412,
22,4477406,4.91356E-06,,,10,1861,2.8874E-06,0.005373455,,85,7676,0.011073476,
7,1668745,4.19477E-06,,,277,9819,2.87306E-06,0.028210612,,73,7043,0.010364901,
25,6098319,4.09949E-06,,,17,2372,3.02148E-06,0.007166948,,20,3727,0.005366246,
43,9593391,4.48225E-06,,,267,9625,2.8821E-06,0.02774026,,17,3284,0.005176614,
5,1129859,4.42533E-06,,,215,8717,2.82947E-06,0.024664449,,5,1939,0.002578649,
24,5557204,4.31872E-06,,,46,3926,2.9844E-06,0.01171676,,3,1544,0.001943005,
12,2812674,4.2664E-06,,,78,5202,2.8824E-06,0.014994233,,35,4900,0.007142857,
30,7334599,4.0902E-06,,,241,9199,2.84797E-06,0.0261985,,4,1483,0.002697235,
42,9868073,4.25615E-06,,,83,5383,2.86437E-06,0.015418911,,4,1564,0.002557545,
39,8270475,4.71557E-06,,,116,6350,2.87681E-06,0.018267717,,45,5564,0.008087707,
11,2515588,4.37274E-06,,,3,1087,2.539E-06,0.00275989,,120,8986,0.013354106,
33,7620985,4.33015E-06,,,77,5140,2.9145E-06,0.014980545,,9,2239,0.004019652,
16,3995942,4.00406E-06,,,122,6490,2.89648E-06,0.018798151,,83,7344,0.011301743,
28,6870671,4.07529E-06,,,214,8650,2.8601E-06,0.024739884,,3,1250,0.0024,
44,9980299,4.40869E-06,,,20,2574,3.01865E-06,0.007770008,,118,8994,0.013119858,
6,1628671,3.68399E-06,,,176,7816,2.881E-06,0.022517912,,15,3237,0.00463392,
15,3554951,4.21947E-06,,,93,5648,2.91537E-06,0.016466006,,24,4155,0.005776173,
9,2143264,4.1992E-06,,,26,2857,3.18532E-06,0.009100455,,27,4268,0.006326148,
42,8897037,4.72067E-06,,,200,8294,2.90738E-06,0.024113817,,87,7695,0.011306043,
36,5980431,6.01963E-06,,,69,4766,3.03767E-06,0.014477549,,130,9395,0.013837147,
43,8427511,5.10234E-06,,,102,5810,3.02168E-06,0.017555938,,7,1970,0.003553299,
10,1716020,5.82744E-06,,,35,3366,3.08916E-06,0.010398099,,129,9433,0.013675395,
37,9034105,4.09559E-06,,,24,2783,3.09874E-06,0.008623787,,86,7538,0.011408862,
49,9710519,5.04607E-06,,,246,8899,3.10637E-06,0.027643555,,137,9635,0.014218993,
7,1806456,3.87499E-06,,,92,5700,2.83164E-06,0.016140351,,26,4217,0.006165521,
30,6929301,4.32944E-06,,,42,3749,2.98826E-06,0.011202987,,16,3291,0.004861744,
36,8790990,4.0951E-06,,,267,9492,2.96344E-06,0.028128951,,48,5742,0.008359457,
35,7988821,4.38112E-06,,,70,4856,2.96852E-06,0.014415157,,95,7990,0.011889862,
9,2242851,4.01275E-06,,,16,2283,3.06979E-06,0.007008322,,10,2484,0.004025765,
20,4940685,4.04802E-06,,,123,6203,3.1967E-06,0.019829115,,146,9889,0.014763879,
8,2180389,3.66907E-06,,,62,4489,3.07675E-06,0.013811539,,43,5531,0.007774363,
33,7931503,4.16062E-06,,,131,6679,2.93662E-06,0.019613715,,128,9387,0.013635879,
14,3204043,4.36948E-06,,,131,6587,3.01923E-06,0.019887658,,25,4106,0.006088651,
7,1618112,4.32603E-06,,,132,6692,2.94756E-06,0.019725045,,63,6631,0.009500829,
14,3261431,4.29259E-06,,,113,6317,2.83176E-06,0.017888238,,51,5878,0.008676421,
10,2787245,3.58777E-06,,,83,5376,2.87184E-06,0.015438988,,77,7245,0.010628019,
35,8574844,4.08171E-06,,,175,7825,2.85805E-06,0.022364217,,114,8773,0.012994415,
35,7878344,4.44256E-06,,,169,7693,2.85559E-06,0.021968023,,12,2892,0.004149378,
17,4312893,3.94167E-06,,,232,9026,2.84772E-06,0.025703523,,4,1681,0.002379536,
26,6281317,4.13926E-06,,,37,3510,3.00322E-06,0.010541311,,6,2064,0.002906977,
37,8816961,4.19646E-06,,,9,1708,3.08508E-06,0.005269321,,14,3171,0.004415011,
5,1261278,3.96423E-06,,,136,6859,2.8908E-06,0.019827963,,106,8505,0.012463257,
29,6583159,4.40518E-06,,,98,5935,2.78218E-06,0.016512216,,33,4851,0.006802721,
16,3924177,4.07729E-06,,,38,3458,3.17785E-06,0.010989011,,87,7714,0.011278195,
19,4565275,4.16185E-06,,,12,2030,2.91199E-06,0.00591133,,99,8234,0.012023318,
40,9695737,4.12552E-06,,,68,4869,2.86833E-06,0.013965907,,18,3423,0.005258545,
34,8282693,4.10495E-06,,,278,9818,2.88402E-06,0.028315339,,2,1163,0.00171969,
16,3646922,4.38726E-06,,,91,5569,2.93418E-06,0.016340456,,115,8851,0.012992882,
6,1284288,4.67185E-06,,,4,1088,3.37911E-06,0.003676471,,73,7016,0.010404789,
11,2608585,4.21685E-06,,,14,2156,3.01183E-06,0.006493506,,43,5467,0.007865374,
15,3595196,4.17223E-06,,,172,7261,3.26239E-06,0.023688197,,26,4170,0.006235012,
12,3212831,3.73502E-06,,,219,8051,3.37866E-06,0.02720159,,3,1297,0.00231303,
47,8234023,5.70802E-06,,,212,8279,3.093E-06,0.025606957,,4,1719,0.002326934,
33,7756638,4.25442E-06,,,259,9220,3.04676E-06,0.028091106,,34,4741,0.007171483,
44,8875190,4.95764E-06,,,9,1703,3.10322E-06,0.005284792,,26,4186,0.00621118,
20,4472434,4.47184E-06,,,104,6052,2.83946E-06,0.017184402,,30,4562,0.006576063,
42,9401925,4.46717E-06,,,5,1251,3.19489E-06,0.003996803,,21,3681,0.005704971,
7,1419536,4.93119E-06,,,233,8765,3.03286E-06,0.026583001,,70,6991,0.010012874,
20,4872639,4.10455E-06,,,199,8225,2.94158E-06,0.024194529,,93,8048,0.011555666,
28,6678916,4.1923E-06,,,231,9051,2.8198E-06,0.025522042,,50,5956,0.008394896,
10,2245749,4.45286E-06,,,56,4340,2.97309E-06,0.012903226,,135,9585,0.014084507,
8,1881878,4.25107E-06,,,26,2937,3.01415E-06,0.008852571,,101,8320,0.012139423,
28,6779332,4.1302E-06,,,204,8514,2.81425E-06,0.023960536,,124,9106,0.013617395,
19,3761352,5.05138E-06,,,156,7399,2.84956E-06,0.02108393,,29,3743,0.007747796,
38,9062167,4.19326E-06,,,184,7582,3.20074E-06,0.024268003,,25,4042,0.006185057,
12,2454118,4.88974E-06,,,209,8536,2.86839E-06,0.024484536,,11,2811,0.003913198,
25,5127058,4.87609E-06,,,122,6557,2.83759E-06,0.01860607,,9,2365,0.003805497,
29,6665190,4.35096E-06,,,166,7548,2.9137E-06,0.021992581,,108,8588,0.012575687,
19,4546789,4.17877E-06,,,258,9548,2.83006E-06,0.027021366,,11,2734,0.004023409,
28,6634337,4.22047E-06,,,240,9179,2.84853E-06,0.026146639,,8,2428,0.003294893,
26,6084259,4.27332E-06,,,34,3497,2.78027E-06,0.009722619,,64,6596,0.00970285,
11,2612534,4.21047E-06,,,5,1282,3.04224E-06,0.003900156,,7,2185,0.003203661,
31,7643553,4.05571E-06,,,16,2368,2.85336E-06,0.006756757,,2,1352,0.00147929,
35,8396740,4.16828E-06,,,49,4081,2.94214E-06,0.012006861,,2,1080,0.001851852,
14,3495659,4.00497E-06,,,66,4815,2.84676E-06,0.013707165,,130,9357,0.013893342,
30,7409223,4.04901E-06,,,237,9060,2.8873E-06,0.02615894,,123,9149,0.013444092,
18,4094860,4.39575E-06,,,219,8799,2.82864E-06,0.024889192,,106,8576,0.012360075,
21,5007799,4.19346E-06,,,31,3245,2.94396E-06,0.009553159,,139,9753,0.014252025,
13,3088495,4.20917E-06,,,56,4435,2.84709E-06,0.012626832,,91,7839,0.011608624,
9,1731344,5.19827E-06,,,156,7368,2.87359E-06,0.021172638,,73,7141,0.010222658,
18,4198615,4.28713E-06,,,101,5900,2.90147E-06,0.017118644,,32,4533,0.007059343,
14,3217238,4.35156E-06,,,211,8608,2.84759E-06,0.024512082,,92,7900,0.01164557,
15,3629309,4.13302E-06,,,90,5622,2.84748E-06,0.016008538,,2,1115,0.001793722,
32,7660763,4.17713E-06,,,282,9886,2.88541E-06,0.028525187,,6,2169,0.002766252,
17,4154267,4.09218E-06,,,101,5924,2.878E-06,0.017049291,,55,6052,0.009087905,
17,4148591,4.09778E-06,,,102,5904,2.92622E-06,0.017276423,,17,3436,0.004947614,
11,2456866,4.47725E-06,,,126,6563,2.92527E-06,0.019198537,,69,6722,0.010264802,
15,3607355,4.15817E-06,,,48,4102,2.85266E-06,0.011701609,,17,3368,0.005047506,
34,6037198,5.63175E-06,,,16,2307,3.00625E-06,0.006935414,,88,7716,0.011404873,
7,1722869,4.06299E-06,,,137,6821,2.94459E-06,0.020085032,,124,9081,0.013654884,
16,3739625,4.2785E-06,,,33,3344,2.95108E-06,0.009868421,,94,7472,0.0125803,
35,8155132,4.29178E-06,,,232,8956,2.89241E-06,0.025904422,,2,1226,0.001631321,
17,3879258,4.38228E-06,,,111,6223,2.86631E-06,0.017837056,,152,9887,0.015373723,
21,4988898,4.20935E-06,,,247,9265,2.87744E-06,0.026659471,,32,4719,0.006781098,
36,9010283,3.99543E-06,,,37,3623,2.81881E-06,0.010212531,,35,4838,0.007234394,
9,2300019,3.91301E-06,,,3,1033,2.81139E-06,0.002904163,,80,7515,0.010645376,
23,5553009,4.1419E-06,,,185,8045,2.85838E-06,0.022995649,,15,3031,0.004948862,
21,5305178,3.9584E-06,,,121,6462,2.89769E-06,0.018724853,,3,1465,0.002047782,
28,7015253,3.9913E-06,,,167,7677,2.83357E-06,0.021753289,,36,4965,0.007250755,
25,6009034,4.1604E-06,,,177,7806,2.9048E-06,0.022674865,,22,3976,0.005533199,
14,3158174,4.43294E-06,,,238,9179,2.82479E-06,0.02592875,,136,9657,0.014083049,
25,5920668,4.2225E-06,,,228,8929,2.85976E-06,0.025534774,,81,7256,0.011163175,
37,8683567,4.26092E-06,,,173,7662,2.94688E-06,0.022578961,,113,8562,0.013197851,
21,5023729,4.18016E-06,,,250,9417,2.81913E-06,0.026547733,,1,1061,0.000942507,
14,3391046,4.12852E-06,,,77,5167,2.88412E-06,0.014902264,,64,6725,0.009516729,
13,3135665,4.14585E-06,,,79,5294,2.81877E-06,0.014922554,,79,7388,0.010693016,
17,4067513,4.17946E-06,,,11,1860,3.17956E-06,0.005913978,,141,9865,0.014292955,
14,3355205,4.17262E-06,,,205,8565,2.79447E-06,0.023934618,,127,9247,0.013734184,
41,9941071,4.1243E-06,,,63,4659,2.90239E-06,0.013522215,,66,6801,0.009704455,
40,9889014,4.04489E-06,,,55,4334,2.92809E-06,0.012690355,,2,1278,0.001564945,
40,8436448,4.74133E-06,,,157,7410,2.85932E-06,0.021187584,,18,3438,0.005235602,
27,5973652,4.51985E-06,,,28,3104,2.90613E-06,0.009020619,,88,7767,0.011329986,
27,4303560,6.27388E-06,,,43,3833,2.92678E-06,0.011218367,,4,1676,0.002386635,
34,7314146,4.64853E-06,,,125,6605,2.86526E-06,0.018925057,,75,7288,0.010290889,
30,7315553,4.10085E-06,,,6,1504,2.6525E-06,0.003989362,,48,5812,0.008258775,
24,5782290,4.1506E-06,,,47,4068,2.84012E-06,0.011553589,,3,1118,0.002683363,
18,4523442,3.97927E-06,,,50,4127,2.93563E-06,0.012115338,,5,1739,0.002875216,
27,6534011,4.13222E-06,,,18,2490,2.90318E-06,0.007228916,,21,3554,0.005908835,
37,9152915,4.04243E-06,,,82,5354,2.8606E-06,0.015315652,,52,6004,0.008660893,
28,6083754,4.60242E-06,,,232,8984,2.87441E-06,0.025823687,,32,4474,0.007152436,
18,4292216,4.19364E-06,,,91,5669,2.83158E-06,0.016052214,,47,5649,0.008320057,
23,4723722,4.86904E-06,,,20,2545,3.08784E-06,0.007858546,,20,3726,0.005367687,
15,3471173,4.32131E-06,,,52,4235,2.89932E-06,0.01227863,,42,5371,0.007819773,
